position_x,position_y,task_type,wifi_rssi,wifi_snr,wifi_bandwidth,wifi_latency,wifi_distance,5g_rssi,5g_snr,5g_bandwidth,5g_latency,5g_distance,ble_rssi,ble_snr,ble_bandwidth,ble_latency,ble_distance,optimal_network
959,949,1,-999.0,-999.0,0.0,9999,9999.0,-80.8,19.2,200.0,10,434.6055683030304,-999.0,-999.0,0.0,9999,9999.0,1
959,959,0,-999.0,-999.0,0.0,9999,9999.0,-77.4,22.6,200.0,10,442.67595371784086,-999.0,-999.0,0.0,9999,9999.0,1
949,959,0,-999.0,-999.0,0.0,9999,9999.0,-83.5,16.5,200.0,13,436.9004463261625,-999.0,-999.0,0.0,9999,9999.0,1
949,949,1,-999.0,-999.0,0.0,9999,9999.0,-77.6,22.4,200.0,10,428.7213547282197,-999.0,-999.0,0.0,9999,9999.0,1
939,949,0,-999.0,-999.0,0.0,9999,9999.0,-81.6,18.4,200.0,11,422.9917256873945,-999.0,-999.0,0.0,9999,9999.0,1
939,939,1,-999.0,-999.0,0.0,9999,9999.0,-84.2,15.8,200.0,14,775.2689855785538,-999.0,-999.0,0.0,9999,9999.0,1
939,949,1,-999.0,-999.0,0.0,9999,9999.0,-73.7,26.3,200.0,10,422.9917256873945,-999.0,-999.0,0.0,9999,9999.0,1
929,949,1,-999.0,-999.0,0.0,9999,9999.0,-71.1,28.9,200.0,10,417.4230468002456,-999.0,-999.0,0.0,9999,9999.0,1
939,949,0,-999.0,-999.0,0.0,9999,9999.0,-79.6,20.4,200.0,10,422.9917256873945,-999.0,-999.0,0.0,9999,9999.0,1
939,959,0,-999.0,-999.0,0.0,9999,9999.0,-72.6,27.4,200.0,10,431.2794917452023,-999.0,-999.0,0.0,9999,9999.0,1
939,949,0,-999.0,-999.0,0.0,9999,9999.0,-86.0,14.0,200.0,21,422.9917256873945,-999.0,-999.0,0.0,9999,9999.0,1
929,949,1,-999.0,-999.0,0.0,9999,9999.0,-82.4,17.6,200.0,11,417.4230468002456,-999.0,-999.0,0.0,9999,9999.0,1
939,949,0,-999.0,-999.0,0.0,9999,9999.0,-83.5,16.5,200.0,13,422.9917256873945,-999.0,-999.0,0.0,9999,9999.0,1
929,949,2,-94.7,0.3,10.52,997,237.15395843207003,-80.7,19.3,200.0,10,417.4230468002456,-999.0,-999.0,0.0,9999,9999.0,1
919,949,0,-999.0,-999.0,0.0,9999,9999.0,-78.5,21.5,200.0,10,412.0218440811118,-999.0,-999.0,0.0,9999,9999.0,1
929,949,0,-999.0,-999.0,0.0,9999,9999.0,-81.9,18.1,200.0,11,417.4230468002456,-999.0,-999.0,0.0,9999,9999.0,1
919,949,0,-999.0,-999.0,0.0,9999,9999.0,-74.4,25.6,200.0,10,772.503721673883,-999.0,-999.0,0.0,9999,9999.0,1
929,949,2,-999.0,-999.0,0.0,9999,9999.0,-79.5,20.5,200.0,10,417.4230468002456,-999.0,-999.0,0.0,9999,9999.0,1
929,939,0,-999.0,-999.0,0.0,9999,9999.0,-78.3,21.7,200.0,10,409.0990100208017,-999.0,-999.0,0.0,9999,9999.0,1
939,939,0,-999.0,-999.0,0.0,9999,9999.0,-78.7,21.3,200.0,10,414.77945947213925,-999.0,-999.0,0.0,9999,9999.0,1
939,949,1,-999.0,-999.0,0.0,9999,9999.0,-83.3,16.7,200.0,12,849.8952876678397,-999.0,-999.0,0.0,9999,9999.0,1
939,959,0,-999.0,-999.0,0.0,9999,9999.0,-80.3,19.7,200.0,10,431.2794917452023,-999.0,-999.0,0.0,9999,9999.0,1
949,959,0,-999.0,-999.0,0.0,9999,9999.0,-76.7,23.3,200.0,10,436.9004463261625,-999.0,-999.0,0.0,9999,9999.0,1
939,959,0,-999.0,-999.0,0.0,9999,9999.0,-82.1,17.9,200.0,11,431.2794917452023,-999.0,-999.0,0.0,9999,9999.0,1
939,949,1,-999.0,-999.0,0.0,9999,9999.0,-82.4,17.6,200.0,11,422.9917256873945,-999.0,-999.0,0.0,9999,9999.0,1
939,939,0,-999.0,-999.0,0.0,9999,9999.0,-74.0,26.0,200.0,10,414.77945947213925,-999.0,-999.0,0.0,9999,9999.0,1
929,939,0,-999.0,-999.0,0.0,9999,9999.0,-83.4,16.6,200.0,13,409.0990100208017,-999.0,-999.0,0.0,9999,9999.0,1
939,939,0,-999.0,-999.0,0.0,9999,9999.0,-82.6,17.4,200.0,11,414.77945947213925,-999.0,-999.0,0.0,9999,9999.0,1
939,949,0,-999.0,-999.0,0.0,9999,9999.0,-81.6,18.4,200.0,11,422.9917256873945,-999.0,-999.0,0.0,9999,9999.0,1
939,939,0,-999.0,-999.0,0.0,9999,9999.0,-84.3,15.7,200.0,14,414.77945947213925,-999.0,-999.0,0.0,9999,9999.0,1
939,949,0,-999.0,-999.0,0.0,9999,9999.0,-83.6,16.4,200.0,13,1052.1986504458177,-999.0,-999.0,0.0,9999,9999.0,1
939,939,0,-999.0,-999.0,0.0,9999,9999.0,-73.4,26.6,200.0,10,414.77945947213925,-999.0,-999.0,0.0,9999,9999.0,1
949,939,0,-999.0,-999.0,0.0,9999,9999.0,-72.8,27.2,200.0,10,420.62096952006567,-999.0,-999.0,0.0,9999,9999.0,1
939,939,2,-999.0,-999.0,0.0,9999,9999.0,-81.5,18.5,200.0,11,414.77945947213925,-999.0,-999.0,0.0,9999,9999.0,1
929,939,0,-999.0,-999.0,0.0,9999,9999.0,-76.9,23.1,200.0,10,409.0990100208017,-999.0,-999.0,0.0,9999,9999.0,1
929,929,2,-999.0,-999.0,0.0,9999,9999.0,-74.9,25.1,200.0,10,400.85159348566896,-999.0,-999.0,0.0,9999,9999.0,1
929,939,2,-999.0,-999.0,0.0,9999,9999.0,-77.7,22.3,200.0,10,409.0990100208017,-999.0,-999.0,0.0,9999,9999.0,1
929,929,0,-999.0,-999.0,0.0,9999,9999.0,-81.9,18.1,200.0,11,400.85159348566896,-999.0,-999.0,0.0,9999,9999.0,1
929,939,1,-999.0,-999.0,0.0,9999,9999.0,-77.7,22.3,200.0,10,409.0990100208017,-999.0,-999.0,0.0,9999,9999.0,1
929,949,0,-89.4,5.6,22.21,903,237.15395843207003,-77.7,22.3,200.0,10,417.4230468002456,-999.0,-999.0,0.0,9999,9999.0,0
919,949,2,-999.0,-999.0,0.0,9999,9999.0,-76.5,23.5,200.0,10,412.0218440811118,-999.0,-999.0,0.0,9999,9999.0,1
909,949,0,-999.0,-999.0,0.0,9999,9999.0,-80.3,19.7,200.0,10,406.79478856052225,-999.0,-999.0,0.0,9999,9999.0,1
909,959,1,-999.0,-999.0,0.0,9999,9999.0,-84.1,15.9,200.0,14,415.40582566930857,-999.0,-999.0,0.0,9999,9999.0,1
909,969,1,-999.0,-999.0,0.0,9999,9999.0,-78.5,21.5,200.0,10,424.07782304666677,-999.0,-999.0,0.0,9999,9999.0,1
899,969,0,-999.0,-999.0,0.0,9999,9999.0,-79.7,20.3,200.0,10,419.2397881880965,-999.0,-999.0,0.0,9999,9999.0,1
899,959,0,-999.0,-999.0,0.0,9999,9999.0,-80.5,19.5,200.0,10,410.4655893007354,-999.0,-999.0,0.0,9999,9999.0,1
899,969,2,-999.0,-999.0,0.0,9999,9999.0,-81.1,18.9,200.0,10,419.2397881880965,-999.0,-999.0,0.0,9999,9999.0,1
889,969,1,-999.0,-999.0,0.0,9999,9999.0,-78.9,21.1,200.0,10,414.5865410261168,-999.0,-999.0,0.0,9999,9999.0,1
879,969,0,-999.0,-999.0,0.0,9999,9999.0,-77.2,22.8,200.0,10,410.1243713801949,-999.0,-999.0,0.0,9999,9999.0,1
879,979,1,-999.0,-999.0,0.0,9999,9999.0,-78.5,21.5,200.0,10,419.1443665373543,-999.0,-999.0,0.0,9999,9999.0,1
889,979,0,-999.0,-999.0,0.0,9999,9999.0,-74.3,25.7,200.0,10,423.5115110596169,-999.0,-999.0,0.0,9999,9999.0,1
879,979,2,-92.0,3.0,15.87,975,242.24367896810023,-77.3,22.7,200.0,10,419.1443665373543,-999.0,-999.0,0.0,9999,9999.0,1
869,979,0,-999.0,-999.0,0.0,9999,9999.0,-83.7,16.3,200.0,13,414.97228823139505,-999.0,-999.0,0.0,9999,9999.0,1
859,979,1,-999.0,-999.0,0.0,9999,9999.0,-82.8,17.2,200.0,12,411.0012165432117,-999.0,-999.0,0.0,9999,9999.0,1
859,989,0,-999.0,-999.0,0.0,9999,9999.0,-86.0,14.0,200.0,20,420.240407386058,-999.0,-999.0,0.0,9999,9999.0,1
849,989,0,-999.0,-999.0,0.0,9999,9999.0,-74.0,26.0,200.0,10,416.55971960812536,-999.0,-999.0,0.0,9999,9999.0,1
839,989,2,-999.0,-999.0,0.0,9999,9999.0,-81.5,18.5,200.0,11,413.08836827003495,-999.0,-999.0,0.0,9999,9999.0,1
849,989,0,-999.0,-999.0,0.0,9999,9999.0,-77.2,22.8,200.0,10,416.55971960812536,-999.0,-999.0,0.0,9999,9999.0,1
839,989,0,-999.0,-999.0,0.0,9999,9999.0,-75.6,24.4,200.0,10,413.08836827003495,-999.0,-999.0,0.0,9999,9999.0,1
839,979,0,-999.0,-999.0,0.0,9999,9999.0,-83.9,16.1,200.0,13,403.685521167158,-999.0,-999.0,0.0,9999,9999.0,1
849,979,0,-999.0,-999.0,0.0,9999,9999.0,-82.0,18.0,200.0,11,407.23703171494606,-999.0,-999.0,0.0,9999,9999.0,1
839,979,0,-999.0,-999.0,0.0,9999,9999.0,-80.2,19.8,200.0,10,403.685521167158,-999.0,-999.0,0.0,9999,9999.0,1
839,969,0,-999.0,-999.0,0.0,9999,9999.0,-77.7,22.3,200.0,10,394.31205916126885,-999.0,-999.0,0.0,9999,9999.0,1
839,979,0,-999.0,-999.0,0.0,9999,9999.0,-78.0,22.0,200.0,10,403.685521167158,-999.0,-999.0,0.0,9999,9999.0,1
829,979,0,-999.0,-999.0,0.0,9999,9999.0,-75.3,24.7,200.0,10,400.35234481641294,-999.0,-999.0,0.0,9999,9999.0,1
819,979,0,-999.0,-999.0,0.0,9999,9999.0,-76.3,23.7,200.0,10,397.2429986796495,-999.0,-999.0,0.0,9999,9999.0,1
819,989,1,-999.0,-999.0,0.0,9999,9999.0,-80.7,19.3,200.0,10,406.79478856052225,-999.0,-999.0,0.0,9999,9999.0,1
819,999,1,-999.0,-999.0,0.0,9999,9999.0,-82.3,17.7,200.0,11,902.6416786300088,-999.0,-999.0,0.0,9999,9999.0,1
809,999,1,-999.0,-999.0,0.0,9999,9999.0,-78.6,21.4,200.0,10,764.2525760506143,-999.0,-999.0,0.0,9999,9999.0,1
809,989,1,-999.0,-999.0,0.0,9999,9999.0,-77.7,22.3,200.0,10,403.98267289575676,-999.0,-999.0,0.0,9999,9999.0,1
809,999,0,-999.0,-999.0,0.0,9999,9999.0,-81.9,18.1,200.0,11,1004.6302802523921,-999.0,-999.0,0.0,9999,9999.0,1
809,999,1,-999.0,-999.0,0.0,9999,9999.0,-84.1,15.9,200.0,14,413.6205991001899,-999.0,-999.0,0.0,9999,9999.0,1
809,989,0,-999.0,-999.0,0.0,9999,9999.0,-81.8,18.2,200.0,11,893.6453435228094,-999.0,-999.0,0.0,9999,9999.0,1
819,989,2,-999.0,-999.0,0.0,9999,9999.0,-76.7,23.3,200.0,10,406.79478856052225,-999.0,-999.0,0.0,9999,9999.0,1
819,979,0,-999.0,-999.0,0.0,9999,9999.0,-77.9,22.1,200.0,10,397.2429986796495,-999.0,-999.0,0.0,9999,9999.0,1
829,979,2,-999.0,-999.0,0.0,9999,9999.0,-70.4,29.6,200.0,10,400.35234481641294,-999.0,-999.0,0.0,9999,9999.0,1
819,979,0,-999.0,-999.0,0.0,9999,9999.0,-82.4,17.6,200.0,11,882.7241924859655,-999.0,-999.0,0.0,9999,9999.0,1
819,969,1,-999.0,-999.0,0.0,9999,9999.0,-76.4,23.6,200.0,10,387.713811979919,-999.0,-999.0,0.0,9999,9999.0,1
829,969,0,-999.0,-999.0,0.0,9999,9999.0,-78.7,21.3,200.0,10,745.5212941291483,-999.0,-999.0,0.0,9999,9999.0,1
819,969,1,-999.0,-999.0,0.0,9999,9999.0,-76.9,23.1,200.0,10,387.713811979919,-999.0,-999.0,0.0,9999,9999.0,1
819,959,1,-999.0,-999.0,0.0,9999,9999.0,-77.6,22.4,200.0,10,378.2089369647417,-999.0,-999.0,0.0,9999,9999.0,1
819,969,1,-94.5,0.5,10.84,996,219.8226557932553,-84.0,16.0,200.0,14,387.713811979919,-999.0,-999.0,0.0,9999,9999.0,1
819,959,0,-999.0,-999.0,0.0,9999,9999.0,-74.3,25.7,200.0,10,378.2089369647417,-999.0,-999.0,0.0,9999,9999.0,1
819,969,1,-999.0,-999.0,0.0,9999,9999.0,-81.3,18.7,200.0,11,387.713811979919,-999.0,-999.0,0.0,9999,9999.0,1
809,969,2,-999.0,-999.0,0.0,9999,9999.0,-81.2,18.8,200.0,11,384.7622642619726,-999.0,-999.0,0.0,9999,9999.0,1
809,959,0,-999.0,-999.0,0.0,9999,9999.0,-74.1,25.9,200.0,10,375.1826221988433,-999.0,-999.0,0.0,9999,9999.0,1
819,959,1,-999.0,-999.0,0.0,9999,9999.0,-79.8,20.2,200.0,10,378.2089369647417,-999.0,-999.0,0.0,9999,9999.0,1
819,949,0,-999.0,-999.0,0.0,9999,9999.0,-80.0,20.0,200.0,10,368.73025370858846,-999.0,-999.0,0.0,9999,9999.0,1
829,949,1,-999.0,-999.0,0.0,9999,9999.0,-78.7,21.3,200.0,10,372.0779488225552,-999.0,-999.0,0.0,9999,9999.0,1
819,949,1,-999.0,-999.0,0.0,9999,9999.0,-79.9,20.1,200.0,10,368.73025370858846,-999.0,-999.0,0.0,9999,9999.0,1
819,959,0,-999.0,-999.0,0.0,9999,9999.0,-76.2,23.8,200.0,10,378.2089369647417,-999.0,-999.0,0.0,9999,9999.0,1
829,959,0,-999.0,-999.0,0.0,9999,9999.0,-80.8,19.2,200.0,10,381.47345910298924,-999.0,-999.0,0.0,9999,9999.0,1
829,969,0,-999.0,-999.0,0.0,9999,9999.0,-74.9,25.1,200.0,10,390.8989639280207,-999.0,-999.0,0.0,9999,9999.0,1
829,959,0,-999.0,-999.0,0.0,9999,9999.0,-76.7,23.3,200.0,10,381.47345910298924,-999.0,-999.0,0.0,9999,9999.0,1
829,949,0,-999.0,-999.0,0.0,9999,9999.0,-78.1,21.9,200.0,10,372.0779488225552,-999.0,-999.0,0.0,9999,9999.0,1
829,939,2,-999.0,-999.0,0.0,9999,9999.0,-73.4,26.6,200.0,10,362.714763967501,-999.0,-999.0,0.0,9999,9999.0,1
819,939,1,-999.0,-999.0,0.0,9999,9999.0,-77.3,22.7,200.0,10,359.2798352259698,-999.0,-999.0,0.0,9999,9999.0,1
819,929,0,-999.0,-999.0,0.0,9999,9999.0,-75.5,24.5,200.0,10,349.85997198879437,-999.0,-999.0,0.0,9999,9999.0,1
829,929,0,-999.0,-999.0,0.0,9999,9999.0,-78.0,22.0,200.0,10,353.3864739912947,-999.0,-999.0,0.0,9999,9999.0,1
839,929,1,-999.0,-999.0,0.0,9999,9999.0,-80.3,19.7,200.0,10,714.5362132180566,-999.0,-999.0,0.0,9999,9999.0,1
829,929,0,-999.0,-999.0,0.0,9999,9999.0,-77.5,22.5,200.0,10,353.3864739912947,-999.0,-999.0,0.0,9999,9999.0,1
819,929,0,-999.0,-999.0,0.0,9999,9999.0,-74.8,25.2,200.0,10,349.85997198879437,-999.0,-999.0,0.0,9999,9999.0,1
809,929,1,-999.0,-999.0,0.0,9999,9999.0,-73.6,26.4,200.0,10,346.5862086119412,-999.0,-999.0,0.0,9999,9999.0,1
809,919,0,-93.1,1.9,13.58,987,169.23947530053383,-79.1,20.9,200.0,10,337.10829120625317,-999.0,-999.0,0.0,9999,9999.0,0
809,929,0,-92.9,2.1,13.94,985,179.22611416866684,-72.9,27.1,200.0,10,346.5862086119412,-999.0,-999.0,0.0,9999,9999.0,0
809,939,1,-999.0,-999.0,0.0,9999,9999.0,-82.4,17.6,200.0,11,356.092684564005,-999.0,-999.0,0.0,9999,9999.0,1
799,939,0,-999.0,-999.0,0.0,9999,9999.0,-78.1,21.9,200.0,10,353.1600203873592,-999.0,-999.0,0.0,9999,9999.0,1
789,939,0,-999.0,-999.0,0.0,9999,9999.0,-77.9,22.1,200.0,10,350.48823090083926,-999.0,-999.0,0.0,9999,9999.0,1
779,939,0,-999.0,-999.0,0.0,9999,9999.0,-84.3,15.7,200.0,14,348.0833233580718,-999.0,-999.0,0.0,9999,9999.0,1
779,949,2,-999.0,-999.0,0.0,9999,9999.0,-77.8,22.2,200.0,10,357.8295683701949,-999.0,-999.0,0.0,9999,9999.0,1
779,939,0,-999.0,-999.0,0.0,9999,9999.0,-78.1,21.9,200.0,10,348.0833233580718,-999.0,-999.0,0.0,9999,9999.0,1
769,939,0,-999.0,-999.0,0.0,9999,9999.0,-68.4,31.6,200.0,10,345.950863563021,-999.0,-999.0,0.0,9999,9999.0,1
759,939,0,-999.0,-999.0,0.0,9999,9999.0,-76.5,23.5,200.0,10,344.095916860401,-999.0,-999.0,0.0,9999,9999.0,1
769,939,2,-94.3,0.7,11.13,995,191.52545522723605,-77.8,22.2,200.0,10,932.6746485243394,-999.0,-999.0,0.0,9999,9999.0,1
779,939,1,-999.0,-999.0,0.0,9999,9999.0,-82.2,17.8,200.0,11,348.0833233580718,-999.0,-999.0,0.0,9999,9999.0,1
769,939,0,-999.0,-999.0,0.0,9999,9999.0,-78.5,21.5,200.0,10,345.950863563021,-999.0,-999.0,0.0,9999,9999.0,1
759,939,0,-999.0,-999.0,0.0,9999,9999.0,-83.0,17.0,200.0,12,344.095916860401,-999.0,-999.0,0.0,9999,9999.0,1
759,929,0,-999.0,-999.0,0.0,9999,9999.0,-78.8,21.2,200.0,10,334.24841061701403,-999.0,-999.0,0.0,9999,9999.0,1
759,919,1,-999.0,-999.0,0.0,9999,9999.0,-71.7,28.3,200.0,10,324.4102341172362,-999.0,-999.0,0.0,9999,9999.0,1
749,919,2,-94.6,0.4,10.74,996,176.52761823578768,-72.4,27.6,200.0,10,322.7413825340655,-999.0,-999.0,0.0,9999,9999.0,1
749,909,0,-999.0,-999.0,0.0,9999,9999.0,-73.6,26.4,200.0,10,312.86099149622345,-999.0,-999.0,0.0,9999,9999.0,1
749,919,0,-999.0,-999.0,0.0,9999,9999.0,-72.5,27.5,200.0,10,322.7413825340655,-999.0,-999.0,0.0,9999,9999.0,1
749,909,0,-90.8,4.2,18.52,953,166.97904060090895,-74.1,25.9,200.0,10,312.86099149622345,-999.0,-999.0,0.0,9999,9999.0,0
739,909,0,-94.5,0.5,10.94,996,170.29973576021777,-75.6,24.4,200.0,10,311.4514408378937,-999.0,-999.0,0.0,9999,9999.0,0
739,919,0,-999.0,-999.0,0.0,9999,9999.0,-76.1,23.9,200.0,10,321.37517016720506,-999.0,-999.0,0.0,9999,9999.0,1
739,929,1,-999.0,-999.0,0.0,9999,9999.0,-70.9,29.1,200.0,10,331.3034862478812,-999.0,-999.0,0.0,9999,9999.0,1
729,929,0,-93.8,1.2,12.18,992,192.566871501824,-73.8,26.2,200.0,10,330.2756424564185,-999.0,-999.0,0.0,9999,9999.0,0
739,929,0,-999.0,-999.0,0.0,9999,9999.0,-72.4,27.6,200.0,10,331.3034862478812,-999.0,-999.0,0.0,9999,9999.0,1
729,929,0,-999.0,-999.0,0.0,9999,9999.0,-74.8,25.2,200.0,10,330.2756424564185,-999.0,-999.0,0.0,9999,9999.0,1
739,929,0,-999.0,-999.0,0.0,9999,9999.0,-71.6,28.4,200.0,10,331.3034862478812,-999.0,-999.0,0.0,9999,9999.0,1
739,919,1,-999.0,-999.0,0.0,9999,9999.0,-75.4,24.6,200.0,10,321.37517016720506,-999.0,-999.0,0.0,9999,9999.0,1
739,929,1,-999.0,-999.0,0.0,9999,9999.0,-71.0,29.0,200.0,10,331.3034862478812,-999.0,-999.0,0.0,9999,9999.0,1
729,929,0,-999.0,-999.0,0.0,9999,9999.0,-76.3,23.7,200.0,10,330.2756424564185,-999.0,-999.0,0.0,9999,9999.0,1
729,919,2,-999.0,-999.0,0.0,9999,9999.0,-76.1,23.9,200.0,10,320.31546949843056,-999.0,-999.0,0.0,9999,9999.0,1
739,919,0,-999.0,-999.0,0.0,9999,9999.0,-80.4,19.6,200.0,10,321.37517016720506,-999.0,-999.0,0.0,9999,9999.0,1
749,919,0,-999.0,-999.0,0.0,9999,9999.0,-78.8,21.2,200.0,10,322.7413825340655,-999.0,-999.0,0.0,9999,9999.0,1
739,919,0,-999.0,-999.0,0.0,9999,9999.0,-70.7,29.3,200.0,10,321.37517016720506,-999.0,-999.0,0.0,9999,9999.0,1
749,919,2,-999.0,-999.0,0.0,9999,9999.0,-77.2,22.8,200.0,10,322.7413825340655,-999.0,-999.0,0.0,9999,9999.0,1
739,919,0,-999.0,-999.0,0.0,9999,9999.0,-81.7,18.3,200.0,11,321.37517016720506,-999.0,-999.0,0.0,9999,9999.0,1
739,909,0,-999.0,-999.0,0.0,9999,9999.0,-71.9,28.1,200.0,10,311.4514408378937,-999.0,-999.0,0.0,9999,9999.0,1
739,899,2,-999.0,-999.0,0.0,9999,9999.0,-75.8,24.2,200.0,10,301.53275112332324,-999.0,-999.0,0.0,9999,9999.0,1
739,909,0,-999.0,-999.0,0.0,9999,9999.0,-73.6,26.4,200.0,10,311.4514408378937,-999.0,-999.0,0.0,9999,9999.0,1
749,909,0,-999.0,-999.0,0.0,9999,9999.0,-70.3,29.7,200.0,10,312.86099149622345,-999.0,-999.0,0.0,9999,9999.0,1
749,899,2,-999.0,-999.0,0.0,9999,9999.0,-75.7,24.3,200.0,10,302.98844862469593,-999.0,-999.0,0.0,9999,9999.0,1
749,909,0,-999.0,-999.0,0.0,9999,9999.0,-68.1,31.9,200.0,10,312.86099149622345,-999.0,-999.0,0.0,9999,9999.0,1
749,919,0,-999.0,-999.0,0.0,9999,9999.0,-77.8,22.2,200.0,10,322.7413825340655,-999.0,-999.0,0.0,9999,9999.0,1
749,929,1,-999.0,-999.0,0.0,9999,9999.0,-74.3,25.7,200.0,10,332.62892237446823,-999.0,-999.0,0.0,9999,9999.0,1
749,919,0,-999.0,-999.0,0.0,9999,9999.0,-74.0,26.0,200.0,10,322.7413825340655,-999.0,-999.0,0.0,9999,9999.0,1
749,929,1,-999.0,-999.0,0.0,9999,9999.0,-75.0,25.0,200.0,10,332.62892237446823,-999.0,-999.0,0.0,9999,9999.0,1
759,929,0,-999.0,-999.0,0.0,9999,9999.0,-75.0,25.0,200.0,10,334.24841061701403,-999.0,-999.0,0.0,9999,9999.0,1
769,929,0,-999.0,-999.0,0.0,9999,9999.0,-83.2,16.8,200.0,12,336.157701086856,-999.0,-999.0,0.0,9999,9999.0,1
769,939,0,-999.0,-999.0,0.0,9999,9999.0,-78.5,21.5,200.0,10,345.950863563021,-999.0,-999.0,0.0,9999,9999.0,1
769,929,1,-999.0,-999.0,0.0,9999,9999.0,-84.6,15.4,200.0,15,839.2866018232389,-999.0,-999.0,0.0,9999,9999.0,1
769,939,1,-999.0,-999.0,0.0,9999,9999.0,-79.9,20.1,200.0,10,693.3123394257454,-999.0,-999.0,0.0,9999,9999.0,1
769,949,2,-999.0,-999.0,0.0,9999,9999.0,-76.3,23.7,200.0,10,355.7555340398797,-999.0,-999.0,0.0,9999,9999.0,1
769,959,0,-999.0,-999.0,0.0,9999,9999.0,-78.0,22.0,200.0,10,365.57078657901536,-999.0,-999.0,0.0,9999,9999.0,1
759,959,0,-999.0,-999.0,0.0,9999,9999.0,-75.7,24.3,200.0,10,363.8158875035558,-999.0,-999.0,0.0,9999,9999.0,1
749,959,0,-999.0,-999.0,0.0,9999,9999.0,-78.4,21.6,200.0,10,362.3285801589491,-999.0,-999.0,0.0,9999,9999.0,1
749,949,0,-999.0,-999.0,0.0,9999,9999.0,-73.3,26.7,200.0,10,352.42304124446804,-999.0,-999.0,0.0,9999,9999.0,1
759,949,2,-999.0,-999.0,0.0,9999,9999.0,-80.1,19.9,200.0,10,860.6288398607148,-999.0,-999.0,0.0,9999,9999.0,1
759,939,0,-999.0,-999.0,0.0,9999,9999.0,-74.5,25.5,200.0,10,344.095916860401,-999.0,-999.0,0.0,9999,9999.0,1
749,939,1,-999.0,-999.0,0.0,9999,9999.0,-78.5,21.5,200.0,10,342.52299192900904,-999.0,-999.0,0.0,9999,9999.0,1
749,949,1,-999.0,-999.0,0.0,9999,9999.0,-79.3,20.7,200.0,10,352.42304124446804,-999.0,-999.0,0.0,9999,9999.0,1
759,949,0,-999.0,-999.0,0.0,9999,9999.0,-75.2,24.8,200.0,10,353.9519741433857,-999.0,-999.0,0.0,9999,9999.0,1
749,949,2,-999.0,-999.0,0.0,9999,9999.0,-83.3,16.7,200.0,12,352.42304124446804,-999.0,-999.0,0.0,9999,9999.0,1
759,949,0,-999.0,-999.0,0.0,9999,9999.0,-74.1,25.9,200.0,10,353.9519741433857,-999.0,-999.0,0.0,9999,9999.0,1
759,959,0,-999.0,-999.0,0.0,9999,9999.0,-80.9,19.1,200.0,10,363.8158875035558,-999.0,-999.0,0.0,9999,9999.0,1
759,969,1,-999.0,-999.0,0.0,9999,9999.0,-81.7,18.3,200.0,11,373.68703482994965,-999.0,-999.0,0.0,9999,9999.0,1
749,969,0,-999.0,-999.0,0.0,9999,9999.0,-79.1,20.9,200.0,10,372.2391704267567,-999.0,-999.0,0.0,9999,9999.0,1
739,969,0,-999.0,-999.0,0.0,9999,9999.0,-70.2,29.8,200.0,10,371.0552519504339,-999.0,-999.0,0.0,9999,9999.0,1
749,969,0,-999.0,-999.0,0.0,9999,9999.0,-80.0,20.0,200.0,10,372.2391704267567,-999.0,-999.0,0.0,9999,9999.0,1
759,969,1,-999.0,-999.0,0.0,9999,9999.0,-75.7,24.3,200.0,10,373.68703482994965,-999.0,-999.0,0.0,9999,9999.0,1
749,969,0,-999.0,-999.0,0.0,9999,9999.0,-77.6,22.4,200.0,10,372.2391704267567,-999.0,-999.0,0.0,9999,9999.0,1
749,959,0,-999.0,-999.0,0.0,9999,9999.0,-79.4,20.6,200.0,10,362.3285801589491,-999.0,-999.0,0.0,9999,9999.0,1
739,959,1,-999.0,-999.0,0.0,9999,9999.0,-82.2,17.8,200.0,11,361.1121709386157,-999.0,-999.0,0.0,9999,9999.0,1
749,959,1,-999.0,-999.0,0.0,9999,9999.0,-80.7,19.3,200.0,10,362.3285801589491,-999.0,-999.0,0.0,9999,9999.0,1
759,959,0,-999.0,-999.0,0.0,9999,9999.0,-76.8,23.2,200.0,10,363.8158875035558,-999.0,-999.0,0.0,9999,9999.0,1
759,949,0,-999.0,-999.0,0.0,9999,9999.0,-72.2,27.8,200.0,10,353.9519741433857,-999.0,-999.0,0.0,9999,9999.0,1
759,939,1,-999.0,-999.0,0.0,9999,9999.0,-78.0,22.0,200.0,10,344.095916860401,-999.0,-999.0,0.0,9999,9999.0,1
759,949,1,-999.0,-999.0,0.0,9999,9999.0,-81.2,18.8,200.0,10,353.9519741433857,-999.0,-999.0,0.0,9999,9999.0,1
749,949,0,-999.0,-999.0,0.0,9999,9999.0,-77.7,22.3,200.0,10,352.42304124446804,-999.0,-999.0,0.0,9999,9999.0,1
749,959,0,-999.0,-999.0,0.0,9999,9999.0,-81.5,18.5,200.0,11,362.3285801589491,-999.0,-999.0,0.0,9999,9999.0,1
749,969,1,-999.0,-999.0,0.0,9999,9999.0,-84.0,16.0,200.0,14,372.2391704267567,-999.0,-999.0,0.0,9999,9999.0,1
749,959,0,-999.0,-999.0,0.0,9999,9999.0,-80.7,19.3,200.0,10,362.3285801589491,-999.0,-999.0,0.0,9999,9999.0,1
749,949,0,-999.0,-999.0,0.0,9999,9999.0,-80.6,19.4,200.0,10,352.42304124446804,-999.0,-999.0,0.0,9999,9999.0,1
